LLAVE,MUNICIPIO,T15ymas,EstisiPEA,RECMPEA,EstisiOCU,RECMOCU,EstisiINF,RECMINF,PEA,NO_PEA,OCUPADOS,DESOCUPADOS,FORMALES,INFORMALES
14033,Degollado,16830.25852940,0.54377880,0.01560305,0.53692619,0.01490160,0.39168589,0.01155527,9151.93782715,7678.32070226,9036.60660233,115.33122482,2444.43176945,6592.17483288
14034,Ejutla,1750.78384419,0.52012371,0.01598017,0.51684757,0.01529524,0.49591330,0.01278606,910.62418089,840.15966329,904.88837548,5.73580541,36.65138155,868.23699393
14035,Encarnación de Díaz,40715.41856877,0.57629390,0.01300761,0.56292540,0.01398944,0.38276224,0.00644252,23464.04751166,17251.37105711,22919.74330230,544.30420936,7335.41841084,15584.32489146
14036,Etzatlán,14619.85934990,0.56123515,0.01549494,0.55166645,0.01479151,0.39032237,0.01150610,8205.17897388,6414.68037602,8065.28590285,139.89307103,2358.82771968,5706.45818317
14037,El Grullo,19280.16593364,0.56954207,0.01547396,0.55780800,0.01476989,0.36044836,0.01802357,10980.86554747,8299.30038616,10754.63089179,226.23465568,3805.12662938,6949.50426242
14038,Guachinango,3437.57252406,0.52558677,0.01583593,0.52189129,0.01514098,0.43538097,0.01222650,1806.74263510,1630.82988896,1794.03915241,12.70348269,297.38549868,1496.65365372
14039,Guadalajara,1160246.66582492,0.60850526,0.00817098,0.59067516,0.00822708,0.23747982,0.00834956,706016.19786379,454230.46796114,685328.88906595,20687.30879784,409793.71936685,275535.16969910
14040,Hostotipaquillo,8974.76915493,0.60773209,0.01585282,0.59013886,0.01516993,0.43159587,0.01164725,5454.25521672,3520.51393821,5296.36001971,157.89519702,1422.88670497,3873.47331474
14041,Huejúcar,5101.22084101,0.49816836,0.01621628,0.49878158,0.01552586,0.43272259,0.01231923,2541.26681924,2559.95402177,2541.26681924,0.00000000,333.85334589,2207.41347335
14042,Huejuquilla el Alto,6878.87308978,0.52331353,0.01600802,0.52295611,0.01532981,0.52288347,0.01243431,3599.80735792,3279.06573186,3597.34870298,2.45865494,0.49965419,3596.84904879
14043,La Huerta,19244.57918575,0.57289314,0.01547293,0.56151040,0.01477012,0.40194643,0.01163368,11025.08749386,8219.49169189,10806.03127753,219.05621633,3070.74128606,7735.28999147
14044,Ixtlahuacán de los Membrillos,39659.12474802,0.60410173,0.01559727,0.58851961,0.01489637,0.30381001,0.01205557,23958.14586950,15700.97887852,23340.17255259,617.97331691,11291.33349651,12048.83905608
14045,Ixtlahuacán del Río,14827.16458033,0.54421912,0.01560199,0.53697982,0.01490029,0.43580086,0.01169662,8069.22652763,6757.93805270,7961.88815658,107.33837105,1500.19708601,6461.69107057
14046,Jalostotitlán,25216.26876334,0.57113586,0.01557788,0.56131280,0.01488268,0.35794087,0.01144591,14401.91526818,10814.35349516,14154.21432843,247.70093975,5128.28102947,9025.93329896
14047,Jamay,18008.68023882,0.57756545,0.01544917,0.56518389,0.01474433,0.37874728,0.01145358,10401.19148445,7607.48875437,10178.21599742,222.97548703,3357.47730519,6820.73869224
14048,Jesús María,14466.68517177,0.53293028,0.01585133,0.52710546,0.01515727,0.37074233,0.01150216,7709.73453422,6756.95063756,7625.46878360,84.26575062,2262.05616479,5363.41261881
14049,Jilotlán de los Dolores,7630.58664283,0.55510236,0.01581673,0.54693407,0.01513310,0.47536460,0.01199918,4235.75667869,3394.82996414,4173.42778098,62.32889771,546.11700402,3627.31077696
14050,Jocotepec,33254.81493735,0.58495836,0.01622201,0.57428296,0.01637358,0.38527665,0.01548288,19452.68197239,13802.13296496,19097.67354942,355.00842297,6285.36999533,12812.30355408
14051,Juanacatlán,10681.59126849,0.59269001,0.01543706,0.57749191,0.01473127,0.31550439,0.01155941,6330.87247438,4350.71879412,6168.53253007,162.33994430,2798.44356577,3370.08896430
14052,Juchitlán,4250.88768829,0.51261558,0.01982609,0.51028648,0.02114462,0.44832940,0.01881034,2179.07127725,2071.81641104,2169.17051732,9.90075993,263.37257692,1905.79794040
14053,Lagos de Moreno,122677.75214171,0.59538879,0.01552816,0.58014029,0.01483017,0.30976940,0.01149670,73040.95878664,49636.79335506,71170.30663241,1870.65215424,33168.49249288,38001.81413952
14054,El Limón,4385.06775109,0.50487244,0.01618075,0.50390122,0.01549029,0.41151905,0.01266827,2213.89983386,2171.16791723,2209.64100469,4.25882916,405.10211032,1804.53889437
14055,Magdalena,17055.15975649,0.58099070,0.01550206,0.56902858,0.01480013,0.40226681,0.01148615,9908.88928597,7146.27047051,9704.87338902,204.01589696,2844.14872192,6860.72466710
14056,Santa María del Oro,1911.00253239,0.54571096,0.01614102,0.53695665,0.01548599,0.46061754,0.01256771,1042.85502942,868.14750297,1026.12552460,16.72950483,145.88423888,880.24128572
14057,La Manzanilla de la Paz,3037.03758598,0.53357304,0.01584678,0.52643834,0.01515662,0.44781900,0.01203032,1620.48136724,1416.55621874,1598.81301979,21.66834745,238.76987802,1360.04314177
14058,Mascota,11440.16628780,0.53705306,0.01569730,0.53113067,0.01499840,0.40769489,0.01186276,6143.97630007,5296.18998773,6076.22320189,67.75309818,1412.12591883,4664.09728306
14059,Mazamitla,10703.00966935,0.56022342,0.01552435,0.55041369,0.01482237,0.40910266,0.01165209,5996.07667193,4706.93299742,5891.08300212,104.99366982,1512.45332234,4378.62967978
14060,Mexticacán,4650.27401266,0.50206677,0.01628896,0.50029645,0.01560534,0.50767935,0.01273113,2334.74803827,2315.52597439,2326.51559770,8.23244056,0.00000000,2326.51559770
14061,Mezquitic,13237.23138884,0.54264679,0.01634346,0.54169259,0.01569179,0.53587727,0.01250241,7183.14114984,6054.09023900,7170.51021036,12.63093948,76.97875973,7093.53145063
14062,Mixtlán,2897.16818102,0.54302104,0.01566948,0.53624449,0.01497338,0.48940073,0.01214601,1573.22328600,1323.94489502,1553.59048040,19.63280560,135.71425495,1417.87622545
14063,Ocotlán,73199.62499422,0.54817848,0.01047382,0.57790365,0.01482951,0.27980031,0.01687487,40126.45899256,33073.16600167,40126.45899256,0.00000000,19645.18092531,20481.27806725
14064,Ojuelos de Jalisco,22715.84542442,0.55625996,0.01563300,0.54948424,0.01493592,0.44449740,0.01159309,12635.91531855,10079.93010586,12481.99905810,153.91626046,2384.86483588,10097.13422221
14065,Pihuamo,9577.51984852,0.53766919,0.01566600,0.53141934,0.01496539,0.38631893,0.01186780,5149.53731607,4427.98253245,5089.67928012,59.85803595,1389.70206545,3699.97721467
14066,Poncitlán,37203.06219513,0.56940122,0.00688038,0.56233839,0.01138782,0.35168869,0.01447849,21183.46892073,16019.59327440,20920.71017864,262.75874209,7836.81387878,13083.89629986
14067,Puerto Vallarta,214902.91185743,0.64575399,0.01655617,0.62335732,0.01576060,0.28930354,0.01390078,138774.41294242,76128.49891501,133961.30225263,4813.11068980,71789.12964874,62172.17260389
14068,Villa Purificación,9174.21756063,0.54527586,0.01561579,0.53860770,0.01491614,0.47159377,0.01200282,5002.47941052,4171.73815011,4941.30417927,61.17523124,614.80033785,4326.50384142
14069,Quitupan,6800.95601517,0.49106080,0.01643525,0.49223556,0.01575781,0.48221956,0.01267705,3339.68287017,3461.27314501,3339.68287017,0.00000000,60.12886569,3279.55400448
14070,El Salto,114880.43807173,0.62890720,0.01530372,0.61122842,0.01512390,0.27767127,0.01345606,72249.13516174,42631.30290999,70218.18915710,2030.94600464,38319.19208516,31898.99707194
14071,San Cristóbal de la Barranca,2489.92382671,0.56517867,0.01571761,0.55520984,0.01502898,0.52906852,0.01219223,1407.25184813,1082.67197858,1382.43020524,24.82164289,65.08989708,1317.34030816
14072,San Diego de Alejandría,5180.62791094,0.55617731,0.01557664,0.54869972,0.01487770,0.43518551,0.01155932,2881.34769467,2299.28021627,2842.60907378,38.73862089,588.07487858,2254.53419520
14073,San Juan de los Lagos,52574.86795976,0.60395725,0.01737147,0.58697127,0.01768537,0.34973984,0.01348019,31752.97292119,20821.89503857,30859.93714361,893.03577758,12472.41113381,18387.52600980
14074,San Julián,13091.59305209,0.55880829,0.01550130,0.54908612,0.01479753,0.40449747,0.01150758,7315.69075993,5775.90229216,7188.41199224,127.27876769,1892.89570496,5295.51628728
14075,San Marcos,2998.55315505,0.56091791,0.01559566,0.55117729,0.01489954,0.44014857,0.01170190,1681.94217385,1316.61098120,1652.73440376,29.20777009,332.92551128,1319.80889248
14076,San Martín de Bolaños,2680.05079236,0.55647424,0.01586579,0.54949125,0.01519362,0.41965056,0.01212292,1491.37922211,1188.67157025,1472.66445722,18.71476489,347.97963039,1124.68482683
14077,San Martín Hidalgo,21216.82182456,0.53262669,0.01573816,0.52733122,0.01503950,0.39132072,0.01178771,11300.64565250,9916.17617206,11188.29260108,112.35305142,2885.71061386,8302.58198722
14078,San Miguel el Alto,25577.52869244,0.57202293,0.01692793,0.55995171,0.01702590,0.35172166,0.01425896,14630.93300716,10946.59568528,14322.18083464,308.75217252,5326.01007355,8996.17076109
14079,Gómez Farías,11266.34677715,0.57133950,0.01546459,0.56003872,0.01476084,0.36553005,0.01142722,6436.90893784,4829.43783930,6309.59039743,127.31854041,2191.40205851,4118.18833893
14080,San Sebastián del Oeste,4529.30162428,0.54275615,0.01568589,0.53533353,0.01499110,0.47985130,0.01240485,2458.30633155,2070.99529273,2424.68704266,33.61928889,251.29575858,2173.39128408
14081,Santa María de los Ángeles,2879.16766813,0.48047913,0.01654850,0.48363404,0.01586280,0.49262738,0.01249970,1383.37998346,1495.78768466,1383.37998346,0.00000000,0.00000000,1383.37998346
14082,Sayula,26510.74951723,0.57486772,0.01547557,0.56258514,0.01477295,0.35315455,0.01144540,15240.17403134,11270.57548590,14914.55368307,325.62034826,5552.16185072,9362.39183235
14083,Tala,57981.29730280,0.66675081,0.00478183,0.66438009,0.00475490,0.27967680,0.01197205,38659.07674690,19322.22055589,38521.61925398,137.45749293,22305.59565240,16216.02360157
14084,Talpa de Allende,11361.97817215,0.55429587,0.01553527,0.54606592,0.01483285,0.43233267,0.01166411,6297.89761429,5064.08055786,6204.38911236,93.50850193,1292.23476267,4912.15434969
14085,Tamazula de Gordiano,30569.86520954,0.47516871,0.00127361,0.47514609,0.00127308,0.36129105,0.01045858,14525.84336792,16044.02184163,14525.15183396,0.69153396,3480.53301944,11044.61881452
14086,Tapalpa,14160.15996427,0.58765931,0.01563697,0.57545704,0.01494525,0.41150729,0.01506967,8321.34988153,5838.81008274,8148.56379418,172.78608735,2321.55476753,5827.00902665
14087,Tecalitlán,13257.56583689,0.55103592,0.01555155,0.54308903,0.01484926,0.38543908,0.01737021,7305.39500749,5952.17082940,7200.03855167,105.35645582,2090.05453084,5109.98402083
14088,Tecolotlán,13363.57995080,0.54586431,0.01563685,0.53904044,0.01493920,0.38984409,0.01162462,7294.70133746,6068.87861333,7203.51001682,91.19132064,1993.79730197,5209.71271486
14089,Techaluta de Montenegro,2883.70364638,0.53424132,0.01571697,0.53009460,0.01501958,0.48740223,0.01195728,1540.59364143,1343.11000494,1528.63571690,11.95792454,123.11211692,1405.52359997
14090,Tenamaxtlán,5434.29284409,0.53143628,0.01942944,0.52495492,0.02064371,0.45851940,0.01828086,2887.98035637,2546.31248773,2852.75877468,35.22158168,361.03008826,2491.72868643
14091,Teocaltiche,31392.37175525,0.55070792,0.01556167,0.54308020,0.01486026,0.41625203,0.01155742,17288.02764473,14104.34411052,17048.57552225,239.45212248,3981.43707364,13067.13844860
14092,Teocuitatlán de Corona,8612.98721181,0.51805520,0.01591501,0.51535335,0.01521985,0.45654404,0.01235060,4462.00278628,4150.98442553,4438.73177045,23.27101583,506.52383428,3932.20793616
14093,Tepatitlán de Morelos,108016.20017201,0.59668399,0.01635149,0.58388497,0.01662693,0.30661822,0.01435111,64451.53737774,43564.66279427,63069.03602185,1382.50135589,29949.30078914,33119.73523271
14094,Tequila,31408.96457535,0.59304632,0.01551070,0.57880843,0.01480986,0.35489084,0.01144620,18626.97074841,12781.99382695,18179.77341680,447.19733161,7033.01960245,11146.75381435
14095,Teuchitlán,7661.78552710,0.55157152,0.01556065,0.54255656,0.01485863,0.35893547,0.01175405,4226.02268498,3435.76284213,4156.95199182,69.07069316,1406.86540032,2750.08659150
14096,Tizapán el Alto,16507.45063027,0.54711562,0.01557724,0.53968149,0.01487525,0.42586472,0.01165662,9031.48416837,7475.96646191,8908.76555286,122.71861551,1878.82468334,7029.94086952
14097,Tlajomulco de Zúñiga,396524.68508904,0.63110864,0.01426047,0.61535346,0.01386665,0.28022959,0.01457146,250250.15528746,146274.52980158,244002.83499608,6247.32029138,132884.88604759,111117.94894849
14098,San Pedro Tlaquepaque,484520.65549763,0.62664655,0.01078658,0.60968217,0.01048227,0.27439246,0.01032759,303623.19870732,180897.45679031,295403.60405252,8219.59465480,162454.78786553,132948.81618699
14099,Tolimán,7580.47087176,0.54592519,0.01574003,0.54000098,0.01505234,0.43247029,0.01193459,4138.37000711,3442.10086464,4093.46166618,44.90834093,815.13326480,3278.32840138
14100,Tomatlán,27674.49996307,0.58631801,0.01580123,0.57197512,0.01408362,0.45467687,0.00917375,16226.05781862,11448.44214445,15829.12552469,396.93229392,3246.17044162,12582.95508307
14101,Tonalá,395846.76823922,0.63893440,0.01247642,0.62082818,0.01218596,0.30568086,0.01208162,252920.11597817,142926.65226104,245752.83020392,7167.28577425,124750.04878588,121002.78141804
14102,Tonaya,4752.09253903,0.53598737,0.01606644,0.53095930,0.01539523,0.37517697,0.01212081,2547.06159291,2205.03094611,2523.16772200,23.89387092,740.29204012,1782.87568188
14103,Tonila,5625.66492912,0.54933870,0.01558919,0.54032181,0.01488708,0.34424170,0.01182942,3090.39547668,2535.26945244,3039.66947024,50.72600643,1103.08102187,1936.58844837
14104,Totatiche,3574.56889733,0.51284387,0.01594782,0.51241553,0.01525530,0.47762905,0.01256308,1833.19575561,1741.37314172,1831.66462001,1.53113560,124.34665669,1707.31796332
14105,Tototlán,17318.90640328,0.55775655,0.01611364,0.54983216,0.01624133,0.36443415,0.01539428,9659.73353894,7659.17286433,9522.49164871,137.24189023,3210.89065160,6311.60099711
14106,Tuxcacuesco,3440.35026764,0.56182818,0.01709240,0.55569466,0.01652055,0.39032767,0.01397214,1932.88571374,1507.46455390,1911.78427955,21.10143420,568.92036057,1342.86391898
14107,Tuxcueca,4929.19897446,0.54536525,0.01564685,0.53944337,0.01495077,0.41417673,0.01153239,2688.21381361,2240.98516085,2659.02372766,29.19008595,617.46423539,2041.55949227
14108,Tuxpan,26972.79069324,0.58852085,0.01836276,0.57372675,0.01887632,0.33540008,0.01763843,15874.04968122,11098.74101203,15475.01153370,399.03814752,6428.33529440,9046.67623930
14109,Unión de San Antonio,13735.33667989,0.57297139,0.01724919,0.56400362,0.01739321,0.38991894,0.01260044,7869.95496110,5865.38171880,7746.77955752,123.17540358,2391.11161683,5355.66794069
14110,Unión de Tula,10822.86933585,0.52593242,0.01583943,0.52174987,0.01514337,0.39341667,0.01180002,5692.09783505,5130.77150080,5646.83069737,45.26713768,1388.93350570,4257.89719168
14111,Valle de Guadalupe,5380.16613422,0.58826945,0.01578854,0.57584221,0.01511287,0.32755580,0.01152896,3164.98739626,2215.17873796,3098.12673019,66.86066608,1335.82208227,1762.30464792
14112,Valle de Juárez,4761.08830036,0.53117049,0.01574914,0.52569247,0.01504984,0.41150644,0.01184979,2528.94962260,2232.13867776,2502.86828815,26.08133445,543.64981448,1959.21847366
14113,San Gabriel,12634.96383890,0.58163095,0.01567621,0.56976985,0.01499172,0.34156322,0.01152946,7348.88607103,5286.07776787,7199.02144157,149.86462946,2883.38255483,4315.63888674
14114,Villa Corona,13714.35142357,0.55164141,0.01555739,0.54352123,0.01485560,0.35639165,0.01159830,7565.40417119,6148.94725238,7454.04113571,111.36303548,2566.36083289,4887.68030282
14115,Villa Guerrero,4386.22536623,0.50989631,0.01831195,0.51057704,0.01885195,0.49114710,0.01701142,2236.52012133,2149.70524491,2236.52012133,0.00000000,82.23824048,2154.28188084
14116,Villa Hidalgo,14589.75360464,0.56627650,0.01548192,0.55592612,0.01477821,0.38715159,0.01151133,8261.83462114,6327.91898350,8110.82517494,151.00944620,2462.37888193,5648.44629302
14117,Cañadas de Obregón,3302.23348085,0.50396783,0.01616302,0.50311300,0.01547728,0.45530235,0.01263211,1664.21944010,1638.01404075,1661.39660200,2.82283809,157.88194404,1503.51465796
14118,Yahualica de González Gallo,17127.65746201,0.53991108,0.01571974,0.53185989,0.01502038,0.45575052,0.01235020,9247.41200355,7880.24545846,9109.51400592,137.89799763,1303.57525147,7805.93875444
14119,Zacoalco de Torres,22279.15548639,0.55369199,0.01556180,0.54559561,0.01486157,0.38959474,0.01152764,12335.78996453,9943.36552186,12155.40953029,180.38043424,3475.56763921,8679.84189107
14120,Zapopan,1019261.72305708,0.62282201,0.00995408,0.60740942,0.00952255,0.25352599,0.00916842,634818.63158632,384443.09147076,619109.17272597,15709.45886035,360699.83779949,258409.33492649
14121,Zapotiltic,23478.83182352,0.59490724,0.01828760,0.57960616,0.01896321,0.26974076,0.00769856,13967.72702170,9511.10480182,13608.47545360,359.25156810,7275.27758980,6333.19786381
14122,Zapotitlán de Vadillo,5143.97902100,0.54554457,0.01576550,0.54137067,0.01507394,0.45869005,0.01168608,2806.26981803,2337.70920297,2784.79934655,21.47047148,425.30733938,2359.49200717
14123,Zapotlán del Rey,13897.84923820,0.57910212,0.01563116,0.56703099,0.01494266,0.36433038,0.01174792,8048.27400224,5849.57523596,7880.51116556,167.76283668,2817.10246889,5063.40869667
14124,Zapotlanejo,51400.24887523,0.58513446,0.01573956,0.57374065,0.01556539,0.35818422,0.01348759,30076.05698411,21324.19189112,29490.41220818,585.64477593,11079.65409319,18410.75811499
14125,San Ignacio Cerro Gordo,13764.48329628,0.56369277,0.01549680,0.55410568,0.01479387,0.39768006,0.01147455,7758.93969989,6005.54359639,7626.97837515,131.96132474,2153.11781300,5473.86056215
15001,Acambay de Ruíz Castañeda,48968.09631624,0.55254946,0.01777986,0.54393787,0.01816144,0.46910382,0.01576161,27057.29542043,21910.80089581,26635.60208507,421.69333536,3664.48111453,22971.12097054
15002,Acolman,141299.59504958,0.60502498,0.01780447,0.58276142,0.01853769,0.31797707,0.01863136,85489.78433673,55809.81071285,82343.95290622,3145.83143050,37413.92212216,44930.03078406
15003,Aculco,36976.68089031,0.58081004,0.01668978,0.56600665,0.01708303,0.42284834,0.00960166,21476.42746419,15500.25342612,20929.04722532,547.38023887,5293.51896665,15635.52825867
15004,Almoloya de Alquisiras,11846.31241054,0.55477393,0.01572568,0.54604838,0.01503782,0.49937729,0.01180390,6572.02529879,5274.28711175,6468.65971113,103.36558766,552.88029277,5915.77941836
15005,Almoloya de Juárez,125236.44353398,0.61069506,0.00635146,0.59132010,0.00722120,0.39352622,0.01358694,76481.27790539,48755.16562859,74054.82663140,2426.45127399,24771.00227748,49283.82435392
15006,Almoloya del Río,9575.56712849,0.57429007,0.01573536,0.56119051,0.01505480,0.43316508,0.01174283,5499.15313741,4076.41399108,5373.71738218,125.43575523,1225.91608304,4147.80129913
15007,Amanalco,18802.83266432,0.55701646,0.01823800,0.55129855,0.01990982,0.47026877,0.02037198,10473.48721831,8329.34544601,10365.97434201,107.51287629,1523.58937121,8842.38497080
15008,Amatepec,20372.65678906,0.51715570,0.01590603,0.51578340,0.01521287,0.50770225,0.01212493,10535.83563660,9836.82115246,10507.87825746,27.95737913,164.63452439,10343.24373307
15009,Amecameca,39138.19958851,0.57987428,0.01973765,0.56603815,0.02091094,0.38965231,0.02098272,22695.23530679,16442.96428172,22153.71407440,541.52123239,6903.42413451,15250.28993989
15010,Apaxco,23018.56760201,0.56982453,0.00683801,0.55272874,0.00984155,0.33575268,0.00998128,13116.54453262,9902.02306939,12723.02392786,393.52060476,4994.47816708,7728.54576077
15011,Atenco,51815.41930613,0.58521503,0.01314873,0.57294344,0.01270832,0.35586580,0.00927757,30323.16223208,21492.25707405,29687.30473250,635.85749958,11247.96910617,18439.33562633
15012,Atizapán,8587.96446117,0.59114178,0.01547234,0.57614490,0.01476883,0.46077716,0.01186451,5076.70462603,3511.25983514,4947.91194831,128.79267772,990.77410464,3957.13784367
15013,Atizapán de Zaragoza,417778.57370765,0.59935714,0.01452225,0.57403605,0.01472570,0.28525009,0.01468965,250398.57212631,167380.00158135,239819.96210414,10578.61002217,120648.58801420,119171.37408994
15014,Atlacomulco,80876.12866564,0.60079363,0.01548667,0.58468411,0.01478322,0.39313918,0.01174970,48589.86270940,32286.26595623,47286.98760656,1302.87510285,15491.41244615,31795.57516041
15015,Atlautla,23773.05779711,0.57263071,0.02224917,0.55948817,0.02328922,0.43983354,0.02309593,13613.18284934,10159.87494777,13300.74468261,312.43816673,2844.55644191,10456.18824071
15016,Axapusco,22074.32277206,0.58196862,0.01556309,0.56743910,0.01486951,0.40270837,0.01154547,12846.56321386,9227.75955819,12525.83390697,320.72930689,3636.31930496,8889.51460201
15017,Ayapango,8368.72837567,0.57996778,0.01996641,0.56700023,0.02113899,0.37614401,0.02135369,4853.59283811,3515.13553757,4745.07088279,108.52195531,1597.22379956,3147.84708323
15018,Calimaya,41374.26479806,0.55695700,0.00621238,0.54854934,0.00439158,0.30936838,0.00630520,23043.68656057,18330.57823749,22695.82568383,347.86087674,9895.93639353,12799.88929030
15019,Capulhuac,28704.33106248,0.59154635,0.01577120,0.57509825,0.01509457,0.41765839,0.01165803,16979.94215991,11724.38890258,16507.81045201,472.13170789,4519.20565197,11988.60480005
15020,Coacalco de Berriozábal,231770.65461535,0.57117853,0.01379386,0.54830731,0.01303242,0.26205316,0.01084905,132382.42176837,99388.23284697,127081.54463797,5300.87713040,66345.31150625,60736.23313172
15021,Coatepec Harinas,29274.34551281,0.57449991,0.01559449,0.56448706,0.01489502,0.49947744,0.01202122,16818.10896947,12456.23654334,16524.98909019,293.11987928,1903.11383817,14621.87525202
15022,Cocotitlán,9873.47940739,0.58415854,0.01752335,0.56706927,0.01765582,0.37601030,0.01604800,5767.67729375,4105.80211364,5598.94672884,168.73056491,1886.41679461,3712.52993423
15023,Coyotepec,30481.39589929,0.58142305,0.01669766,0.57153930,0.01701829,0.38505087,0.01653558,17722.58626372,12758.80963557,17421.31554876,301.27071496,5684.42761960,11736.88792916
15024,Cuautitlán,129804.18316842,0.63651119,0.01334416,0.60493423,0.01437629,0.25811954,0.01048770,82621.81554119,47182.36762723,78522.99399203,4098.82154916,45017.99813250,33504.99585953
15025,Chalco,273953.88885731,0.59970988,0.01492668,0.57530937,0.01577786,0.33438391,0.01058261,164292.85330969,109661.03554761,157608.23920216,6684.61410753,66002.46738465,91605.77181751
15026,Chapa de Mota,24115.03389675,0.56744329,0.01692740,0.55693624,0.01726066,0.44247621,0.01527158,13683.91427098,10431.11962577,13430.53626342,253.37800756,2760.20745606,10670.32880736
15027,Chapultepec,9376.26163081,0.60889692,0.01585210,0.58953930,0.01517772,0.40532090,0.01166837,5709.17684319,3667.08478762,5527.67474312,181.50210006,1727.27992589,3800.39481723
15028,Chiautla,22885.79653093,0.59856164,0.01576557,0.57991769,0.01509026,0.39203345,0.01155390,13698.55996532,9187.23656561,13271.87830515,426.68166017,4299.88051766,8971.99778749
15029,Chicoloapan,143051.27271284,0.60887053,0.01641551,0.58576240,0.01597650,0.32246620,0.01444955,87099.70425622,55951.56845661,83794.05633765,3305.64791857,37664.85608251,46129.20025514
15030,Chiconcuac,19770.78914384,0.57047993,0.01444337,0.55755763,0.01386089,0.40203144,0.01903627,11278.83840359,8491.95074025,11023.35442393,255.48397966,3074.87552321,7948.47890071
15031,Chimalhuacán,526810.04357992,0.60216817,0.01481821,0.58141668,0.01494611,0.38104651,0.01072721,317228.23744715,209581.80613276,306296.14425669,10932.09319046,105557.01721924,200739.12703746
15032,Donato Guerra,26686.42276221,0.56105298,0.01876330,0.55375118,0.01994337,0.48380211,0.01961465,14972.49700386,11713.92575835,14777.63799218,194.85901168,1866.69043251,12910.94755967
15033,Ecatepec de Morelos,1360997.92026868,0.59297725,0.01134840,0.56711314,0.01191381,0.31280615,0.01116863,807040.79741107,553957.12285761,771839.80522378,35200.99218730,346111.28145554,425728.52376824
15034,Ecatzingo,7772.52054146,0.58145391,0.01567676,0.56930270,0.01498279,0.44221914,0.01178313,4519.36243241,3253.15810905,4424.91689749,94.44553492,987.75952130,3437.15737618
15035,Huehuetoca,100033.89950641,0.62822191,0.01573221,0.60716418,0.01503371,0.32272722,0.01202833,62843.48691587,37190.41259054,60737.00010669,2106.48680918,28453.33831280,32283.66179388
15036,Hueypoxtla,32872.04660925,0.58229733,0.01578031,0.56835363,0.01510125,0.41956073,0.01190458,19141.30487999,13730.74172926,18682.94706507,458.35781492,4891.12705043,13791.82001464
15037,Huixquilucan,207840.62988564,0.60699461,0.01507688,0.58408593,0.01451095,0.29840500,0.01418742,126158.14254129,81682.48734435,121396.78709159,4761.35544971,59376.10458019,62020.68251140
15038,Isidro Fabela,8917.76250954,0.58647660,0.01647048,0.56853004,0.01685284,0.43865301,0.01530952,5230.05907050,3687.70343904,5070.01585631,160.04321419,1158.21251632,3911.80334000
15039,Ixtapaluca,398874.78859472,0.59338017,0.01506407,0.57137218,0.01494259,0.33165162,0.01480687,236684.39067934,162190.39791538,227905.95608841,8778.43459093,95618.48557477,132287.47051364
15040,Ixtapan de la Sal,27807.92419393,0.58098663,0.01805665,0.57026417,0.01846959,0.46230711,0.01748172,16156.03225467,11651.89193926,15857.86283443,298.16942024,3002.06162793,12855.80120650
15041,Ixtapan del Oro,5164.32661145,0.56951252,0.01599474,0.56059319,0.01531339,0.52186849,0.01199533,2941.14867266,2223.17793879,2895.08631319,46.06235947,199.98699158,2695.09932161
15042,Ixtlahuaca,118504.57995926,0.58820419,0.01637463,0.57391838,0.01654565,0.34350427,0.00488678,69704.88993156,48799.69002769,68011.95599293,1692.93393863,27305.12659965,40706.82939328
15043,Xalatlaco,24566.47195838,0.57756332,0.01705778,0.55492750,0.01582556,0.42449846,0.01775180,14188.69304907,10377.77890932,13632.61092791,556.08212116,3204.18134227,10428.42958564
15044,Jaltenco,21449.37442825,0.59217609,0.01584739,0.57412319,0.01518016,0.37847523,0.01764123,12701.80663013,8747.56779812,12314.58328681,387.22334332,4196.52626054,8118.05702627
15045,Jilotepec,72709.88009104,0.58926371,0.01683050,0.57478521,0.01685605,0.39118220,0.01606929,42845.29359280,29864.58649823,41792.56357068,1052.73002212,13349.75271980,28442.81085088
15046,Jilotzingo,16532.11908446,0.59164258,0.01571672,0.57460356,0.01503730,0.38260973,0.01168020,9781.10563096,6751.01345350,9499.41454317,281.69108779,3174.06491506,6325.34962811
15047,Jiquipilco,57382.15019545,0.56310230,0.01639206,0.55358153,0.01676168,0.45690231,0.01654359,32312.02050771,25070.12968774,31765.69862820,546.32187951,5547.66138978,26218.03723843
15048,Jocotitlán,51181.47012325,0.58083079,0.01726533,0.56648831,0.01727782,0.36856485,0.01493841,29727.77378673,21453.69633652,28993.70471813,734.06906860,10130.01369052,18863.69102761
15049,Joquicingo,10808.13400158,0.56733153,0.01577512,0.55654488,0.01509262,0.47386484,0.01180939,6131.79520673,4676.33879485,6015.21162066,116.58358607,893.61693404,5121.59468662
15050,Juchitepec,19808.95657117,0.58890817,0.01577530,0.57344135,0.01509715,0.44286364,0.01166016,11665.65627644,8143.30029473,11359.27470901,306.38156742,2586.60807348,8772.66663553
15051,Lerma,122156.78682803,0.59152680,0.01139350,0.56393928,0.00910296,0.31557935,0.01553062,72259.01283560,49897.77399243,68889.01064087,3370.00219472,30338.85135540,38550.15928548
15052,Malinalco,21138.06167961,0.56565744,0.01857833,0.55829592,0.01962073,0.47696306,0.01747398,11956.90181964,9181.15985997,11801.29364699,155.60817264,1719.21915413,10082.07449287
